,TEAM,TEAM A,TEAM B,TEAM C,TEAM D,TOTAL TIME,POSS.,PACE,PACE PCTL,NET,NET PCTL,OE,OE PCTL,DE,DE PCTL,eFG%,eFG% PCTL,3PTrate,3PTrate PCTL,TOrate,TOrate PCTL,OREB%,OREB% PCTL,FTrate,FTrate PCTL,Opp eFG%,Opp eFG% PCTL,Opp 3PTrate,Opp 3PTrate PCTL,Opp TOrate,Opp TOrate PCTL,Opp OREB%,Opp OREB% PCTL,Opp FTrate,Opp FTrate PCTL
10,DAVIDSON,BRAJKOVIC.LUKA,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,175:21,287.28,64.5623,0.02,0.04,0.67,1.0269,0.41,0.9869,0.89,0.4508,0.03,0.4134,0.77,0.1497,0.96,0.2892,0.52,0.3425,0.58,0.4679,0.95,0.3803,0.42,0.1945,0.69,0.3007,0.31,0.3462,0.38
11,DAVIDSON,BRAJKOVIC.LUKA,COLLINS.CARTER,GRADY.KELLAN,PRITCHETT.KISHAWN,151:46,240.56,65.9126,0.07,0.2093,0.98,1.2596,0.99,1.0503,0.41,0.6275,0.99,0.345,0.27,0.1455,0.98,0.2596,0.26,0.37,0.79,0.5181,0.35,0.457,0.01,0.1556,0.08,0.218,0.99,0.2579,0.94
12,DAVIDSON,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,KOVACEVIC.DUSAN,149:06,235.2,64.6658,0.02,0.077,0.78,1.0544,0.61,0.9774,0.92,0.5255,0.7,0.5102,0.99,0.1913,0.34,0.2521,0.19,0.2806,0.1,0.466,0.96,0.4078,0.19,0.1582,0.11,0.2279,0.96,0.3592,0.33
13,DAVIDSON,COLLINS.CARTER,FRAMPTON.LUKE,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,130:47,222.84,68.3754,0.36,0.0435,0.71,1.095,0.82,1.0514,0.4,0.5296,0.75,0.5215,0.99,0.193,0.31,0.2973,0.61,0.328,0.44,0.492,0.77,0.4439,0.04,0.1625,0.14,0.2609,0.83,0.3476,0.38
14,DAVIDSON,GRADY.KELLAN,GUDMUNDSSON.JONAX,KOVACEVIC.DUSAN,PRITCHETT.KISHAWN,122:39,190.32,63.1934,0.01,0.228,0.99,1.1349,0.93,0.9069,0.99,0.5466,0.9,0.4658,0.95,0.1366,0.99,0.2174,0.04,0.3292,0.45,0.4331,0.99,0.3837,0.39,0.1845,0.51,0.2727,0.7,0.2267,0.99
15,DAVIDSON,COLLINS.CARTER,GRADY.KELLAN,GUDMUNDSSON.JONAX,KOVACEVIC.DUSAN,113:57,186.72,68.8779,0.41,-0.0503,0.29,0.9426,0.04,0.9929,0.86,0.4781,0.13,0.5,0.98,0.1874,0.42,0.2358,0.1,0.2375,0.01,0.5061,0.53,0.4024,0.22,0.168,0.22,0.1782,0.99,0.311,0.66
16,DAVIDSON,FRAMPTON.LUKE,GUDMUNDSSON.JONAX,KOVACEVIC.DUSAN,PRITCHETT.KISHAWN,108:22,171.56,63.0667,0.01,0.095,0.84,1.1483,0.96,1.0533,0.39,0.573,0.97,0.4818,0.98,0.169,0.79,0.2162,0.04,0.3577,0.7,0.4966,0.69,0.4041,0.21,0.1716,0.27,0.3043,0.28,0.3425,0.41
17,DAVIDSON,BRAJKOVIC.LUKA,COLLINS.CARTER,FRAMPTON.LUKE,PRITCHETT.KISHAWN,102:26,174.72,66.5333,0.13,-0.137,0.07,0.9444,0.05,1.0814,0.23,0.476,0.11,0.4863,0.98,0.2175,0.04,0.2796,0.42,0.2603,0.04,0.525,0.28,0.3643,0.62,0.1823,0.48,0.2911,0.42,0.2857,0.83
18,DAVIDSON,FRAMPTON.LUKE,GRADY.KELLAN,KOVACEVIC.DUSAN,PRITCHETT.KISHAWN,96:52,149.4,63.0083,0.01,0.0448,0.71,1.0576,0.63,1.0128,0.72,0.542,0.87,0.5126,0.99,0.2008,0.19,0.2239,0.05,0.2941,0.18,0.4672,0.95,0.365,0.62,0.1634,0.16,0.3068,0.25,0.2993,0.74
19,DAVIDSON,COLLINS.CARTER,FRAMPTON.LUKE,GUDMUNDSSON.JONAX,KOVACEVIC.DUSAN,91:09,148.88,68.1231,0.33,-0.0504,0.29,0.9739,0.13,1.0243,0.63,0.5,0.42,0.5,0.98,0.2149,0.06,0.2625,0.28,0.2143,0.01,0.5248,0.28,0.4298,0.09,0.18,0.43,0.1818,0.99,0.4711,0.01
20,DAVIDSON,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,KOVACEVIC.DUSAN,80:34,127.8,67.18,0.19,-0.1519,0.04,0.8842,0.01,1.036,0.52,0.4633,0.05,0.5688,0.99,0.2504,0.01,0.2973,0.61,0.1835,0.01,0.5132,0.43,0.4386,0.05,0.149,0.05,0.1781,0.99,0.3772,0.23
21,DAVIDSON,COLLINS.CARTER,GRADY.KELLAN,GUDMUNDSSON.JONAX,JONES.BATES,73:37,113.76,65.4904,0.06,-0.1147,0.13,0.923,0.02,1.0377,0.51,0.4227,0.01,0.4845,0.98,0.1319,0.99,0.1667,0.01,0.299,0.2,0.4643,0.96,0.4821,0.01,0.1437,0.01,0.2877,0.49,0.3304,0.51
