,TEAM,TEAM A,TEAM B,TOTAL TIME,POSS.,PACE,PACE PCTL,NET,NET PCTL,OE,OE PCTL,DE,DE PCTL,eFG%,eFG% PCTL,3PTrate,3PTrate PCTL,TOrate,TOrate PCTL,OREB%,OREB% PCTL,FTrate,FTrate PCTL,Opp eFG%,Opp eFG% PCTL,Opp 3PTrate,Opp 3PTrate PCTL,Opp TOrate,Opp TOrate PCTL,Opp OREB%,Opp OREB% PCTL,Opp FTrate,Opp FTrate PCTL
10,DAVIDSON,ALDRIDGE.PEYTON,REIGEL.RUSTY,424:32,716.08,67.5792,0.27,0.0985,0.84,1.1521,0.96,1.0536,0.39,0.5425,0.87,0.4311,0.83,0.1564,0.92,0.2778,0.4,0.2917,0.16,0.4929,0.74,0.3486,0.75,0.1465,0.03,0.2684,0.75,0.2997,0.74
11,DAVIDSON,MICHELSEN.OSKAR,SULLIVAN.BRIAN,423:58,758.68,70.9901,0.73,0.0586,0.73,1.1586,0.97,1.1,0.15,0.5488,0.92,0.4721,0.96,0.1371,0.99,0.2312,0.09,0.3437,0.58,0.5347,0.18,0.3792,0.43,0.1804,0.43,0.3151,0.15,0.2326,0.99
12,DAVIDSON,GIBBS.JACK,MICHELSEN.OSKAR,410:03,754.96,72.7746,0.9,0.0417,0.71,1.1246,0.92,1.0829,0.22,0.5333,0.78,0.4412,0.87,0.1444,0.98,0.2402,0.13,0.3235,0.4,0.516,0.37,0.3796,0.43,0.1737,0.3,0.3135,0.17,0.2561,0.94
13,DAVIDSON,REIGEL.RUSTY,SULLIVAN.BRIAN,371:51,618.44,66.7429,0.15,0.0845,0.82,1.1286,0.92,1.0442,0.45,0.5339,0.78,0.4286,0.82,0.1568,0.92,0.2817,0.44,0.2766,0.08,0.4918,0.77,0.3436,0.78,0.1356,0.01,0.2456,0.92,0.2836,0.85
14,DAVIDSON,BARHAM.JORDAN,SULLIVAN.BRIAN,369:28,695.88,74.3783,0.95,0.0039,0.54,1.0979,0.83,1.094,0.17,0.5415,0.86,0.4373,0.86,0.1351,0.99,0.188,0.01,0.3,0.21,0.5253,0.26,0.3508,0.74,0.1759,0.34,0.3099,0.21,0.2698,0.9
15,DAVIDSON,GIBBS.JACK,REIGEL.RUSTY,365:34,629.0,69.9112,0.6,0.0556,0.73,1.1161,0.9,1.0605,0.33,0.5205,0.65,0.4022,0.71,0.1526,0.95,0.2555,0.22,0.3259,0.42,0.4956,0.71,0.3575,0.66,0.1376,0.01,0.2457,0.92,0.3133,0.64
16,DAVIDSON,BARHAM.JORDAN,GIBBS.JACK,322:37,621.8,75.9379,0.98,-0.0333,0.34,1.0968,0.83,1.1302,0.04,0.5486,0.92,0.4267,0.81,0.1447,0.98,0.1869,0.01,0.2762,0.08,0.5516,0.07,0.325,0.91,0.1748,0.33,0.3138,0.17,0.2772,0.87
17,DAVIDSON,GIBBS.JACK,MCAULIFFE.ANDREW,307:01,531.56,69.4098,0.5,0.0065,0.54,1.0591,0.64,1.0527,0.39,0.5108,0.53,0.4233,0.8,0.1449,0.98,0.2258,0.07,0.2678,0.05,0.5032,0.58,0.3553,0.69,0.1836,0.49,0.3249,0.1,0.2702,0.9
18,DAVIDSON,ALDRIDGE.PEYTON,BARHAM.JORDAN,302:00,575.72,74.6781,0.96,-0.0548,0.29,1.0613,0.64,1.1161,0.08,0.5151,0.58,0.4214,0.8,0.139,0.99,0.2027,0.02,0.2782,0.09,0.5429,0.13,0.3449,0.77,0.1776,0.37,0.3143,0.16,0.2408,0.98
19,DAVIDSON,EKWU.NATHAN,WATKINS.JORDAN,291:25,491.8,69.4158,0.5,0.0014,0.54,1.1631,0.98,1.1617,0.01,0.507,0.48,0.4721,0.96,0.1281,0.99,0.2784,0.41,0.3953,0.89,0.5257,0.26,0.3728,0.51,0.1389,0.01,0.3068,0.25,0.4018,0.13
20,DAVIDSON,MCAULIFFE.ANDREW,SULLIVAN.BRIAN,288:22,488.88,68.3917,0.36,0.0054,0.54,1.0821,0.75,1.0767,0.25,0.5166,0.6,0.4489,0.89,0.1452,0.98,0.2314,0.09,0.3017,0.22,0.5326,0.19,0.3543,0.71,0.1996,0.77,0.3306,0.08,0.2541,0.95
21,DAVIDSON,ALDRIDGE.PEYTON,MCAULIFFE.ANDREW,281:39,480.96,68.2505,0.34,0.0478,0.71,1.0583,0.63,1.0105,0.73,0.4976,0.38,0.4528,0.9,0.158,0.91,0.2607,0.27,0.2571,0.03,0.4833,0.86,0.3595,0.65,0.2029,0.8,0.3385,0.04,0.2595,0.94
22,DAVIDSON,EKWU.NATHAN,MICHELSEN.OSKAR,259:34,435.04,68.6486,0.39,0.0458,0.71,1.2045,0.99,1.1587,0.01,0.5348,0.79,0.451,0.9,0.1149,0.99,0.279,0.41,0.3634,0.74,0.5536,0.06,0.375,0.48,0.1454,0.02,0.2788,0.61,0.3418,0.42
23,DAVIDSON,EKWU.NATHAN,REIGEL.RUSTY,255:58,419.8,67.3286,0.23,0.0841,0.82,1.1625,0.98,1.0783,0.24,0.5386,0.83,0.4325,0.83,0.1691,0.79,0.3116,0.73,0.3306,0.46,0.4923,0.74,0.3402,0.82,0.114,0.01,0.2459,0.92,0.335,0.47
24,DAVIDSON,BARHAM.JORDAN,MICHELSEN.OSKAR,189:30,345.36,72.6561,0.89,0.0072,0.54,1.1003,0.84,1.0931,0.18,0.5448,0.89,0.4276,0.82,0.1448,0.98,0.2022,0.02,0.3241,0.42,0.5227,0.31,0.3929,0.32,0.1905,0.63,0.3481,0.02,0.2305,0.99
25,DAVIDSON,MCAULIFFE.ANDREW,WATKINS.JORDAN,187:38,326.88,69.1979,0.45,-0.1586,0.04,1.0034,0.28,1.1621,0.01,0.4708,0.08,0.4296,0.82,0.1591,0.9,0.2688,0.32,0.2646,0.05,0.5547,0.05,0.3467,0.76,0.1843,0.51,0.3709,0.01,0.3577,0.34
26,DAVIDSON,BARHAM.JORDAN,WATKINS.JORDAN,171:48,318.88,73.3895,0.92,-0.1589,0.04,1.0725,0.7,1.2314,0.01,0.5295,0.75,0.4059,0.74,0.1537,0.95,0.2174,0.04,0.2841,0.13,0.5699,0.01,0.3297,0.88,0.1329,0.01,0.3312,0.07,0.3226,0.57
27,DAVIDSON,MCAULIFFE.ANDREW,MICHELSEN.OSKAR,171:04,305.8,70.807,0.72,0.0375,0.67,1.0889,0.78,1.0514,0.4,0.5305,0.76,0.4427,0.87,0.1668,0.84,0.2436,0.13,0.2672,0.05,0.5037,0.58,0.4007,0.24,0.2069,0.87,0.3818,0.01,0.239,0.98
28,DAVIDSON,MICHELSEN.OSKAR,WATKINS.JORDAN,157:00,295.92,72.8561,0.9,-0.1314,0.07,1.0172,0.33,1.1486,0.03,0.4578,0.04,0.4297,0.82,0.1588,0.91,0.2515,0.18,0.3735,0.8,0.5259,0.26,0.3944,0.28,0.1449,0.01,0.3333,0.06,0.2988,0.75
29,DAVIDSON,MCAULIFFE.ANDREW,REIGEL.RUSTY,147:56,238.48,66.1986,0.08,0.0119,0.59,1.0357,0.48,1.0239,0.65,0.5,0.42,0.4352,0.85,0.1468,0.97,0.2403,0.13,0.1944,0.01,0.4886,0.8,0.3909,0.33,0.1653,0.19,0.2794,0.6,0.2591,0.94
30,DAVIDSON,REIGEL.RUSTY,WATKINS.JORDAN,145:15,254.2,71.7903,0.83,-0.1537,0.04,1.0818,0.74,1.2355,0.01,0.4953,0.36,0.4605,0.93,0.1534,0.95,0.2574,0.24,0.3721,0.79,0.5417,0.14,0.3728,0.51,0.1089,0.01,0.2963,0.37,0.4912,0.01
